是否监控,红人链接,平台,是否出视频,红人名称,样品型号,红人编码,地区,负责人,合作日期,合作进度,合作模式,合作车型,合作量级,合作服务,合同签署日期,合同类型,预计视频交付,已上线视频,待补视频交付,视频交付完成率,合同交付平台拆分,合同交付解析状态,红人粉丝数据,粉丝数据来源,粉丝数据更新时间,追踪优先级,追踪评分,追踪原因,追踪批次更新时间,url,url2,url3,合作周期
是,"{""link"":""https://www.youtube.com/@La_cagoule450/shorts"",""text"":""https://www.youtube.com/@La_cagoule450/shorts""}",youtubeshort,是,la_cagoule450,"yozma, yozmasport，in10",EU-Zoe-003,EU,Zoe,2026-03-27,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-02,免费,6,1,5,17%,Instagram Reels 2条 / YouTube Shorts 2条 / TikTok 2条,已解析,93000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/dsmb4saWyfY"",""link"":""https://www.youtube.com/shorts/dsmb4saWyfY""}",,,
是,"{""link"":""https://www.tiktok.com/@dynanate_"",""text"":""https://www.tiktok.com/@dynanate_""}",tiktok,否,dynanate_,"yozma, yozmasport，in10",US-Ryan-020,US,Ryan,2026-03-23,已出视频,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,1,,,,,11000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/oneway.elijah"",""text"":""https://www.instagram.com/oneway.elijah""}",instagramreels,否,oneway.elijah,"yozma, yozmasport，in10",US-Ryan-009,US,Ryan,2026-03-13,跟进视频,已签合同盖章,IN 10,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,21000,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.instagram.com/itsreidmiller/"",""text"":""https://www.instagram.com/itsreidmiller/""}",instagramreels,否,itsreidmiller,"yozma, yozmasport，in10",US-Lexy-017,US,Lexy,2026-01-05,已出视频,已签同意书盖章,IN 10,尾部红人(10k-100k),已签同意书盖章,,,,0,,,,,12400,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@TheSargiFamily/videos"",""text"":""https://www.youtube.com/@TheSargiFamily/videos""}",youtubevideo,否,The Sargi Family,"yozma, yozmasport，in10",US-Ryan-031,US,Ryan,2026-04-10,待发货,已签合同,IN 10 Pro,腰部红人(100k-1M),内容红人,2026-04-09,免费,,0,,,待人工确认,待人工确认,383000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@ZaySolis119/shorts"",""text"":""https://www.youtube.com/@ZaySolis119/shorts""}",youtubeshort,否,Zay Solis,"yozma, yozmasport，in10",US-Stefan-121,US,Stefan,2026-01-06,已出视频,已签合同盖章,IN 10 Pro,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,587000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@slapthatcatch1"",""text"":""https://www.tiktok.com/@slapthatcatch1""}",tiktok,,slapthatcatch,"yozma, yozmasport，in10",US-Lexy-010,US,Lexy,2026-04-13,已出视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-15,免费,18,0,18,0%,TikTok 18条,已解析,202700,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@jar7d/videos"",""text"":""https://www.youtube.com/@jar7d/videos""}",youtubevideo,否,jar7d_,"yozma, yozmasport，in10",US-Stefan-109,US,Stefan,2026-01-09,已出视频,已签同意书盖章,IN 10,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,168000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.instagram.com/oneway.cyy/"",""text"":""https://www.instagram.com/oneway.cyy/""}",instagram,,oneway.cyy,"yozma, yozmasport，in10",US-Vivi-014,US,Vivi,2025-11-01,已出视频,已签合同盖章,IN 10,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,117000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@surron.ryan"",""text"":""https://www.tiktok.com/@surron.ryan""}",tiktok,是,surron.ryan,"yozma, yozmasport，in10",US-Lexy-061,US,Lexy,2026-04-19,已出视频,已签合同,IN 10,微型红人/KOC(1k-10k),内容红人 / 内容红人,2026-04-27,免费 / 免费,,5,,,待人工确认,待人工确认,8900,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@surron.ryan/video/7647521979142098206"",""link"":""https://www.tiktok.com/@surron.ryan/video/7647521979142098206""}","{""text"":""https://www.tiktok.com/@surron.ryan/video/7645505569813515533"",""link"":""https://www.tiktok.com/@surron.ryan/video/7645505569813515533""}","{""text"":""https://www.tiktok.com/@surron.ryan/video/7651419153965813023"",""link"":""https://www.tiktok.com/@surron.ryan/video/7651419153965813023""}",
否,"{""link"":""https://www.tiktok.com/@ryder_sx"",""text"":""https://www.tiktok.com/@ryder_sx""}",tiktok,,ryder_sx,"yozma, yozmasport，in10",US-Lexy-007,US,Lexy,2025-12-30,已出视频,已签同意书盖章,IN 10,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,122800,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@music_and_rhythm"",""text"":""https://www.tiktok.com/@music_and_rhythm""}",tiktok,否,music_and_rhythm,"yozma, yozmasport，in10",US-Stefan-154,US,Stefan,2026-03-04,未出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,280000,营销总表,2026-06-22,P0 立刻追踪,150,正在出单；2026已上线但仍出单,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@thebikecave/shorts"",""text"":""https://www.youtube.com/@thebikecave/shorts""}",youtubeshort,是,The Bike Cave,"yozma, yozmasport，in10",US-Stefan-067,US,Stefan,2026-03-26,已发货,,IN 10 Pro,尾部红人(10k-100k),待补充,,,,5,,,,,93700,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/l3DXrrnk2pc"",""link"":""https://www.youtube.com/shorts/l3DXrrnk2pc""}","{""text"":""https://www.youtube.com/shorts/1ONiIkGJ-Fw"",""link"":""https://www.youtube.com/shorts/1ONiIkGJ-Fw""}",,
是,"{""link"":""https://www.instagram.com/alexninja636/"",""text"":""https://www.instagram.com/alexninja636/""}",instagramreels,否,alexninja636,"yozma, yozmasport，in10",EU-Zoe-015,EU,Zoe,2026-04-09,已发货,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-15,免费,1,0,1,0%,YouTube Video 1条,已解析,114000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
否,"{""link"":""https://www.instagram.com/jack_blatch/"",""text"":""https://www.instagram.com/jack_blatch/""}",instagram,,jack_blatch,"yozma, yozmasport，in10",US-Stefan-106,US,Stefan,2025-12-29,已出视频,已签同意书盖章,IN 10 Pro,尾部红人(10k-100k),已签同意书盖章,,,,0,,,,,10000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@wafflekozik/shorts"",""text"":""https://www.youtube.com/@wafflekozik/shorts""}",youtubeshort,否,wafflekozik,"yozma, yozmasport，in10",US-Stefan-139,US,Stefan,2026-02-04,未出视频,已签同意书盖章,IN 10 Pro,头部红人(>1M),已签同意书盖章,,,,0,,,,,1200000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@MakeTheHoodSmile"",""text"":""https://www.youtube.com/@MakeTheHoodSmile""}",youtubevideo,否,makethehoodsmile,"yozma, yozmasport，in10",US-Stefan-041,US,Stefan,2026-03-19,未出视频,已签合同盖章,IN 10 Pro,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,711000,营销总表,2026-06-22,P3 暂缓,35,当前本地未登记视频,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@x3tyler/shorts"",""text"":""https://www.youtube.com/@x3tyler/shorts""}",youtubeshort,否,x3tyler28,"yozma, yozmasport，in10",US-Lexy-033,US,Lexy,2026-02-03,已出视频,已签同意书盖章,IN 10,尾部红人(10k-100k),已签同意书盖章,,,,0,,,,,11400,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@radutz_/videos"",""text"":""https://www.youtube.com/@radutz_/videos""}",youtubevideo,是,Radutz_,"yozma, yozmasport，in10",EU-Zoe-009,EU,Zoe,2026-04-03,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-02,免费,9,10,0,100%,Instagram Reels 3条 / YouTube Video 3条 / TikTok 3条,已解析,78200,营销总表,2026-06-22,,,,,"{""text"":""https://www.youtube.com/watch?v=uYO63ZDiRFE"",""link"":""https://www.youtube.com/watch?v=uYO63ZDiRFE""}",,,
否,"{""link"":""https://www.instagram.com/offline.red/"",""text"":""https://www.instagram.com/offline.red/""}",instagramreels,否,redshogo,"yozma, yozmasport，in10",US-Lexy-028,US,Lexy,2026-01-12,已出视频,已签合同盖章,IN 10 Pro,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,852500,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@hazedrider/videos"",""text"":""https://www.youtube.com/@hazedrider/videos""}",youtubevideo,否,hazedrider,"yozma, yozmasport，in10",US-Lexy-027,US,Lexy,2026-01-12,已出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,2,,,,,121000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@Zenith.Garage/videos"",""text"":""https://www.youtube.com/@Zenith.Garage/videos""}",youtubevideo,否,Zenith FRS,"yozma, yozmasport，in10",US-Stefan-054,US,Stefan,2025-11-01,已出视频,已签合同,IN 10,腰部红人(100k-1M),已签合同,,,,0,,,,,490000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.instagram.com/sloany_rides/"",""text"":""https://www.instagram.com/sloany_rides/""}",instagramreels,是,sloany_rides,"yozma, yozmasport，in10",US-Stefan-163,US,Stefan,2026-03-26,已出视频,,IN 10 Pro,微型红人/KOC(1k-10k),待补充,,,,1,,,,,8900,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DXvDxCzSvQd/"",""link"":""https://www.instagram.com/p/DXvDxCzSvQd/""}",,,
否,"{""link"":""https://www.youtube.com/@akarozzy/shorts"",""text"":""https://www.youtube.com/@akarozzy/shorts""}",youtube,否,Rozzy,"yozma, yozmasport，in10",US-Stefan-003,US,Stefan,2026-06-18,待发货,已签合同,,腰部红人(100k-1M),已签合同,,,,0,,,,,50600,营销总表,2026-06-22,,,,,,,,一次性合作
是,"{""link"":""https://www.instagram.com/_onewayjason/?g=5"",""text"":""https://www.instagram.com/_onewayjason/?g=5""}",instagramreels,是,_onewayjason,"yozma, yozmasport，in10",US-Vivi-003,US,Vivi,2026-05-27,,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-05-29,免费,12,4,8,33%,TikTok 12条,已解析,71000,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DYIRV-qp1nC/"",""link"":""https://www.instagram.com/p/DYIRV-qp1nC/""}","{""text"":""https://www.instagram.com/p/DZYekecOrtR/"",""link"":""https://www.instagram.com/p/DZYekecOrtR/""}","{""text"":""https://www.instagram.com/p/DZbM044tfZY/"",""link"":""https://www.instagram.com/p/DZbM044tfZY/""}",
否,"{""link"":""https://www.tiktok.com/@dudedealz?lang=zh-Hans"",""text"":""https://www.tiktok.com/@dudedealz?lang=zh-Hans""}",tiktok,,dudedealz,"yozma, yozmasport，in10",US-Nancy-021,US,Nancy,2025-12-30,已出视频,不签合同，以邮件为准,IN 10,尾部红人(10k-100k),不签合同，以邮件为准,,,,0,,,,,83200,营销总表,2026-06-14,,,,,,,,
否,"{""link"":""https://www.youtube.com/@ENDOPRYSMofficial/videos"",""text"":""https://www.youtube.com/@ENDOPRYSMofficial/videos""}",youtubevideo,否,ENDOPRYSM,"yozma, yozmasport，in10",US-Stefan-006,US,Stefan,2025-11-01,已出视频,不签合同,IN 10 Pro,尾部红人(10k-100k),不签合同,,,,0,,,,,33500,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.instagram.com/surron.daniel/"",""text"":""https://www.instagram.com/surron.daniel/""}",instagramreels,否,Surron.daniel,"yozma, yozmasport，in10",US-Lexy-062,US,Lexy,2026-04-22,已收货,已签合同,IN 10,微型红人/KOC(1k-10k),内容红人,2026-04-27,免费,,0,,,待人工确认,待人工确认,8900,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@DriftEight"",""text"":""https://www.youtube.com/@DriftEight""}",youtube,,drifteight,"yozma, yozmasport，in10",US-Stefan-056,US,Stefan,2026-06-17,已签合同,已签合同,IN10 Pro,尾部红人(10k-100k),已签合同,,,15,0,15,0%,YouTube Shorts 5条 / Instagram Reels 5条 / TikTok 5条,已解析,15000,营销总表,2026-06-22,,,,,,,,3个月
是,"{""link"":""https://www.youtube.com/@Reckless_Rides/videos"",""text"":""https://www.youtube.com/@Reckless_Rides/videos""}",youtubevideo,是,Reckless_Rides,"yozma, yozmasport，in10",US-Ryan-048,US,Ryan,2026-05-15,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-14,免费,,4,,,待人工确认,待人工确认,46000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/watch?v=uQXl218SUzw"",""link"":""https://www.youtube.com/watch?v=uQXl218SUzw""}",,,
是,"{""link"":""https://www.youtube.com/@surron.daniel"",""text"":""https://www.youtube.com/@surron.daniel""}",youtubevideo,否,Surron.daniel,"yozma, yozmasport，in10",US-Lexy-062,US,Lexy,2026-04-22,已收货,已签合同,IN 10,微型红人/KOC(1k-10k),内容红人,2026-04-27,免费,,0,,,待人工确认,待人工确认,8900,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/jensdransfield/"",""text"":""https://www.instagram.com/jensdransfield/""}",instagramreels,否,jens-dransfield,"yozma, yozmasport，in10",US-Ryan-051,US,Ryan,2026-05-15,已发货,已签合同,IN 10+IN 10 Pro,尾部红人(10k-100k),内容红人,2026-05-14,免费,1,0,1,0%,TikTok 1条,已解析,31000,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@Estensei/shorts"",""text"":""https://www.youtube.com/@Estensei/shorts""}",youtubeshort,是,Estensei,"yozma, yozmasport，in10",UK-Zoe-004,UK,Zoe,2026-05-13,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-14,免费,,8,,,待人工确认,待人工确认,97700,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/xXOqxF9iNKI"",""link"":""https://www.youtube.com/shorts/xXOqxF9iNKI""}","{""text"":""https://www.youtube.com/shorts/qWV5ECPVGOQ"",""link"":""https://www.youtube.com/shorts/qWV5ECPVGOQ""}","{""text"":""https://www.youtube.com/shorts/dplChINTwYs"",""link"":""https://www.youtube.com/shorts/dplChINTwYs""}",
是,"{""link"":""https://www.youtube.com/@thebikecave/videos"",""text"":""https://www.youtube.com/@thebikecave/videos""}",youtubevideo,是,The Bike Cave,"yozma, yozmasport，in10",US-Stefan-067,US,Stefan,2026-03-26,已发货,,IN 10 Pro,尾部红人(10k-100k),待补充,,,,5,,,,,93700,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@professor_pouncey/videos"",""text"":""https://www.youtube.com/@professor_pouncey/videos""}",youtubevideo,否,professor_pouncey,"yozma, yozmasport，in10",US-Stefan-038,US,Stefan,2025-10-01,已出视频,无条约限制，自由发挥持续推广,IN 10,腰部红人(100k-1M),无条约限制，自由发挥持续推广,,,,0,,,,,687000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@Bikelife_eddy"",""text"":""https://www.youtube.com/@Bikelife_eddy""}",youtube,,bikelife_eddy,"yozma, yozmasport，in10",US-Stefan-073,US,Stefan,2025-11-01,未出视频,不签合同，以brief为准,IN 10,微型红人/KOC(1k-10k),不签合同，以brief为准,,,,0,,,,,8000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@dizzydyl"",""text"":""https://www.tiktok.com/@dizzydyl""}",tiktok,,dizzydyl,"yozma, yozmasport，in10",US-Stefan-110,US,Stefan,2026-01-09,未出视频,已签同意书盖章,IN 10,头部红人(>1M),已签同意书盖章,,,,0,,,,,1200000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.instagram.com/hollywoodhonda/"",""text"":""https://www.instagram.com/hollywoodhonda/""}",instagramreels,否,Hollywood Honda,"yozma, yozmasport，in10",EU-Zoe-022,EU,Zoe,2026-04-17,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-27,免费,2,0,2,0%,Instagram Reels 1条 / YouTube Shorts 1条,已解析,65800,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@FilipeView/shorts"",""text"":""https://www.youtube.com/@FilipeView/shorts""}",youtubeshort,否,Filipe View,"yozma, yozmasport，in10",EU-Zoe-008,EU,Zoe,2026-04-03,已出视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-02,免费,3,2,1,67%,YouTube Shorts 1条 / YouTube Video 1条 / TikTok 1条,已解析,134000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@mar.f1icks"",""text"":""https://www.tiktok.com/@mar.f1icks""}",tiktok,否,mar.f1icks,"yozma, yozmasport，in10",US-Stefan-135,US,Stefan,2026-02-02,已出图片视频,已签同意书盖章,IN 10 Pro,微型红人/KOC(1k-10k),已签同意书盖章,,,,0,,,,,200,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.tiktok.com/@nova_dktrott?lang=en"",""text"":""https://www.tiktok.com/@nova_dktrott?lang=en""}",tiktok,是,nova_dktrott,"yozma, yozmasport，in10",EU-Zoe-044,EU,Zoe,2026-05-22,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-29,免费,8,1,7,13%,TikTok 8条,已解析,20100,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@nova_dktrott/video/7648268316045331744"",""link"":""https://www.tiktok.com/@nova_dktrott/video/7648268316045331744""}",,,
否,"{""link"":""https://www.youtube.com/@Revnsk8/shorts"",""text"":""https://www.youtube.com/@Revnsk8/shorts""}",youtubeshort,是,revnsk8,"yozma, yozmasport，in10",US-Lexy-008,US,Lexy,2026-05-14,已出视频,已签合同,IN 10 Pro,腰部红人(100k-1M),内容红人,2026-05-21,免费,4,1,3,25%,TikTok 4条,已解析,383700,营销总表,2026-06-22,,,,,"{""text"":""https://www.youtube.com/shorts/94mdpEDqnlI"",""link"":""https://www.youtube.com/shorts/94mdpEDqnlI""}","{""text"":""https://www.youtube.com/shorts/nNLtXA4u8d8"",""link"":""https://www.youtube.com/shorts/nNLtXA4u8d8""}",,
是,"{""link"":""https://www.youtube.com/@BikestarChris/shorts"",""text"":""https://www.youtube.com/@BikestarChris/shorts""}",youtubeshort,是,bikestar.chris,"yozma, yozmasport，in10",US-Stefan-045,US,Stefan,2025-10-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,5,,,,,12800,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/p89CLbiAlH0"",""link"":""https://www.youtube.com/shorts/p89CLbiAlH0""}",,,
否,"{""link"":""https://www.youtube.com/@SHREDDIEMCSKATE/shorts"",""text"":""https://www.youtube.com/@SHREDDIEMCSKATE/shorts""}",youtube,,SHREDDIE MCSKATE,"yozma, yozmasport，in10",US-Stefan-082,US,Stefan,2025-11-01,已出视频,已签合同盖章,IN 10,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,48000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@865bikes/shorts"",""text"":""https://www.youtube.com/@865bikes/shorts""}",youtubeshort,是,865.bikes,"yozma, yozmasport，in10",US-Lexy-080,US,Lexy,2026-05-20,已发货,已签合同,IN 10 Pro,微型红人/KOC(1k-10k),内容红人,2026-05-21,免费,5,2,3,40%,TikTok 5条,已解析,18500,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/0ETk-r8QvUs"",""link"":""https://www.youtube.com/shorts/0ETk-r8QvUs""}",,,
否,"{""link"":""https://www.youtube.com/@phethanfix/shorts"",""text"":""https://www.youtube.com/@phethanfix/shorts""}",youtubeshort,否,Phethanfix,"yozma, yozmasport，in10",US-Stefan-023,US,Stefan,2026-02-05,已出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,5,,,,,302000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@72v_felon"",""text"":""https://www.tiktok.com/@72v_felon""}",tiktok,,72v_felon,"yozma, yozmasport，in10",US-Nancy-008,US,Nancy,2025-11-01,已出视频,不签合同，以brief为准,IN 10,微型红人/KOC(1k-10k),不签合同，以brief为准,,,,0,,,,,9800,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@Rawstuntz/shorts"",""text"":""https://www.youtube.com/@Rawstuntz/shorts""}",youtube,,Rawstuntz,"yozma, yozmasport，in10",US-Stefan-029,US,Stefan,2026-01-15,已出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,165000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@mattfrancisofficial/shorts"",""text"":""https://www.youtube.com/@mattfrancisofficial/shorts""}",youtubeshort,是,MattFrancisOfficial,"yozma, yozmasport，in10",UK-Ryan-003,UK,Ryan,2026-03-20,已发货,已签合同盖章,IN 10,尾部红人(10k-100k),已签合同盖章,,,,2,,,,,12300,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/0yJSdNMqySY"",""link"":""https://www.youtube.com/shorts/0yJSdNMqySY""}",,,
是,"{""link"":""https://www.youtube.com/@FRAYERTV/shorts"",""text"":""https://www.youtube.com/@FRAYERTV/shorts""}",youtubeshort,是,FRAYER,"yozma, yozmasport，in10",EU-Zoe-011,EU,Zoe,2026-04-03,已出视频,已签合同,IN 10,腰部红人(100k-1M),内容红人 / 内容红人,2026-04-02,免费 / 免费,12,3,9,25%,Instagram Reels 2条 / YouTube Shorts 2条 / YouTube Video 6条 / TikTok 2条,已解析,138000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""text"":""https://www.youtube.com/shorts/ajr31l_P2oU"",""link"":""https://www.youtube.com/shorts/ajr31l_P2oU""}",,,
否,"{""link"":""https://www.instagram.com/teamtalentless/"",""text"":""https://www.instagram.com/teamtalentless/""}",instagram,,teamtalentless,"yozma, yozmasport，in10",US-Ryan-007,US,Ryan,2026-03-10,已出视频,已签合同盖章,IN 10,尾部红人(10k-100k),已签合同盖章,,,,4,,,,,25300,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@reactshon/shorts"",""text"":""https://www.youtube.com/@reactshon/shorts""}",youtubeshort,否,reactshon,"yozma, yozmasport，in10",US-Stefan-111,US,Stefan,2026-01-14,已出视频,已签同意书盖章,IN 10,尾部红人(10k-100k),已签同意书盖章,,,,0,,,,,83700,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@jar7d"",""text"":""https://www.tiktok.com/@jar7d""}",tiktok,,jar7d_,"yozma, yozmasport，in10",US-Stefan-109,US,Stefan,2026-01-09,已出视频,已签同意书盖章,IN 10,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,168000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@meftg4/videos"",""text"":""https://www.youtube.com/@meftg4/videos""}",youtubevideo,否,meft,"yozma, yozmasport，in10",EU-Zoe-032,EU,Zoe,2026-05-12,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-14,免费,,0,,,待人工确认,待人工确认,13000,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@ultra_coopa"",""text"":""https://www.tiktok.com/@ultra_coopa""}",tiktok,,lbxezekiell,"yozma, yozmasport，in10",US-Stefan-127,US,Stefan,2026-01-20,已出视频,已签同意书盖章,IN 10 Pro,尾部红人(10k-100k),已签同意书盖章,,,,0,,,,,36800,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@tahoe_carter/shorts"",""text"":""https://www.youtube.com/@tahoe_carter/shorts""}",youtubeshort,否,tahoe_carter,"yozma, yozmasport，in10",US-Lexy-088,US,Lexy,2026-05-28,已出视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-05-29,免费,15,2,13,13%,TikTok 15条,已解析,103000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@zw_squid_ink"",""text"":""https://www.tiktok.com/@zw_squid_ink""}",tiktok,,zw_squid_ink,"yozma, yozmasport，in10",US-Ryan-008,US,Ryan,2026-03-10,跟进视频,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,1,,,,,76000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@wanderwithgeorge"",""text"":""https://www.tiktok.com/@wanderwithgeorge""}",tiktok,否,wanderwithgeorge,"yozma, yozmasport，in10",US-Stefan-001,US,Stefan,2025-08-01,已出图片视频,已签合同盖章，空运,IN 10,尾部红人(10k-100k),已签合同盖章，空运,,,,0,,,,,10000,营销总表,2026-06-22,,,,,,,,
