是否监控,红人链接,平台,是否出视频,红人名称,样品型号,红人编码,地区,负责人,合作日期,合作进度,合作模式,合作车型,合作量级,合作服务,合同签署日期,合同类型,预计视频交付,已上线视频,待补视频交付,视频交付完成率,合同交付平台拆分,合同交付解析状态,红人粉丝数据,粉丝数据来源,粉丝数据更新时间,追踪优先级,追踪评分,追踪原因,追踪批次更新时间,url,url2,url3,合作周期
是,"{""link"":""https://www.youtube.com/@meftg4/shorts"",""text"":""https://www.youtube.com/@meftg4/shorts""}",youtubeshort,否,meft,"yozma, yozmasport，in10",EU-Zoe-032,EU,Zoe,2026-05-12,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-14,免费,,0,,,待人工确认,待人工确认,13000,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@Cruzinstuntz1"",""text"":""https://www.youtube.com/@Cruzinstuntz1""}",youtubevideo,否,cruzinstuntz,"yozma, yozmasport，in10",US-Stefan-074,US,Stefan,2026-03-23,已收货,,IN 10 Pro,微型红人/KOC(1k-10k),待补充,,,,0,,,,,8900,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@leecampaign"",""text"":""https://www.tiktok.com/@leecampaign""}",tiktok,否,leecampaign,"yozma, yozmasport，in10",US-Lexy-031,US,Lexy,2026-02-22,已出视频,已签同意书盖章,,,已签同意书盖章,,,,0,,,,,185300,,,P0 立刻追踪,155,正在出单；2026普通达人需继续追上线,2026-06-07,,,,
是,"{""link"":""https://www.tiktok.com/@chazortiz312?lang=zh-Hans"",""text"":""https://www.tiktok.com/@chazortiz312?lang=zh-Hans""}",tiktok,否,chazortiz,"yozma, yozmasport，in10",US-Ryan-036,US,Ryan,2026-04-15,跟进视频,已签合同,IN 10+IN 10 Pro,腰部红人(100k-1M),内容红人,2026-04-15,免费,3,0,3,0%,Instagram Reels 3条,已解析,497000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
是,"{""link"":""https://www.tiktok.com/@etronnix"",""text"":""https://www.tiktok.com/@etronnix""}",tiktok,是,etronnix,"yozma, yozmasport，in10",US-Lexy-012,US,Lexy,2026-02-26,已出视频,已签同意书盖章,IN 10 Pro,尾部红人(10k-100k),已签同意书盖章,,,,8,,,,,106900,营销总表,2026-06-22,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@etronnix/video/7649975521987579166"",""link"":""https://www.tiktok.com/@etronnix/video/7649975521987579166""}","{""text"":""https://www.tiktok.com/@etronnix/video/7653696018327817503"",""link"":""https://www.tiktok.com/@etronnix/video/7653696018327817503""}",,
否,"{""link"":""https://www.youtube.com/@Izabela_Rose19"",""text"":""https://www.youtube.com/@Izabela_Rose19""}",youtubevideo,否,izabelarose19,"yozma, yozmasport，in10",US-Lexy-034,US,Lexy,2026-02-06,已出视频,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,88000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@La_cagoule450"",""text"":""https://www.youtube.com/@La_cagoule450""}",youtubevideo,否,la_cagoule450,"yozma, yozmasport，in10",EU-Zoe-003,EU,Zoe,2026-03-27,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-02,免费,6,1,5,17%,Instagram Reels 2条 / YouTube Shorts 2条 / TikTok 2条,已解析,93000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@nicktucker/videos"",""text"":""https://www.youtube.com/@nicktucker/videos""}",youtubevideo,否,nicktucker,"yozma, yozmasport，in10",US-Stefan-117,US,Stefan,2026-01-29,未出视频,已签合同盖章,IN 10,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,473000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@groarkboysbbq"",""text"":""https://www.tiktok.com/@groarkboysbbq""}",tiktok,否,groarkboysbbq,"yozma, yozmasport，in10",US-Stefan-169,US,Stefan,2026-04-03,跟进视频,已签合同,IN 10,头部红人(>1M),内容红人,2026-04-02,免费,2,0,2,0%,TikTok 2条,已解析,3700000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@blockboy.jayden"",""text"":""https://www.tiktok.com/@blockboy.jayden""}",tiktok,否,blockboy.jayden,"yozma, yozmasport，in10",US-Nancy-004,US,Nancy,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,12400,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@68v_ebikes/shorts"",""text"":""https://www.youtube.com/@68v_ebikes/shorts""}",youtubeshort,是,68v_ebikes,"yozma, yozmasport，in10",US-Stefan-030,US,Stefan,2026-02-12,已出视频,已签同意书盖章,IN 10 Pro,尾部红人(10k-100k),已签同意书盖章,,,,34,,,,,48000,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""link"":""https://www.youtube.com/shorts/McYKGjgYDLQ"",""text"":""https://www.youtube.com/shorts/McYKGjgYDLQ""}","{""link"":""https://www.youtube.com/shorts/XXCL1URZLTs"",""text"":""https://www.youtube.com/shorts/XXCL1URZLTs""}","{""text"":""https://www.youtube.com/shorts/sDxOvQ4AiDQ"",""link"":""https://www.youtube.com/shorts/sDxOvQ4AiDQ""}",
是,"{""link"":""https://www.youtube.com/@filippo__22/videos"",""text"":""https://www.youtube.com/@filippo__22/videos""}",youtubevideo,是,Filippo22,"yozma, yozmasport，in10",EU-Zoe-014,EU,Zoe,2026-04-09,已出图片视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-09,免费,2,4,0,100%,Instagram Reels 1条 / YouTube Video 1条,已解析,99300,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""link"":""https://www.youtube.com/watch?v=MKbjsEe_x-E"",""text"":""https://www.youtube.com/watch?v=MKbjsEe_x-E""}","{""text"":""https://www.youtube.com/watch?v=SPIlXrKd0X4"",""link"":""https://www.youtube.com/watch?v=SPIlXrKd0X4""}",,
否,"{""link"":""https://www.youtube.com/@Kaizooms/shorts"",""text"":""https://www.youtube.com/@Kaizooms/shorts""}",youtube,否,kaizoom,"yozma, yozmasport，in10",US-Vivi-019,US,Vivi,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,16000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.instagram.com/danevaughn"",""text"":""https://www.instagram.com/danevaughn""}",instagramreels,否,danevaughn,"yozma, yozmasport，in10",US-Ryan-029,US,Ryan,2026-04-10,跟进视频,已签合同,IN 10+IN 10 Pro,腰部红人(100k-1M),内容红人,2026-04-09,免费,2,0,2,0%,Instagram Reels 2条,已解析,139000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/thegoon3r/"",""text"":""https://www.instagram.com/thegoon3r/""}",instagramreels,是,yass_b1kestar,"yozma, yozmasport，in10",EU-Ryan-005,EU,Ryan,2026-04-15,已出视频,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-04-15,免费,3,3,0,100%,YouTube Shorts 2条 / YouTube Video 1条,已解析,55000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DYIJLiYhd0g/"",""link"":""https://www.instagram.com/p/DYIJLiYhd0g/""}",,,
是,"{""link"":""https://www.instagram.com/itswill0_o/"",""text"":""https://www.instagram.com/itswill0_o/""}",instagramreels,是,itswill0_o,"yozma, yozmasport，in10",US-Lexy-066,US,Lexy,2026-04-24,已出视频,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-04-27,免费,,2,,,待人工确认,待人工确认,88000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""link"":""https://www.instagram.com/p/DZBLHCmpMDm/"",""text"":""https://www.instagram.com/p/DZBLHCmpMDm/""}","{""text"":""https://www.instagram.com/p/DYPrAE_Rz9J/"",""link"":""https://www.instagram.com/p/DYPrAE_Rz9J/""}",,
